description,qtd_gram,kcal,protein,lipids,saturated,monoinsat,polinsat,omega_6,omega_3,colesterol,cho,fiber,calcium,mg,mn,p,iron,sodium,potassium,copper,zinco,retinol,tiamina,riboflavina,piridoxina,niacina,vitamin_c,eq_niacina,cobalamina,folato,vitamin_d,vitamin_e,trans,sodium_add,selenio,vitamin_a,sugar_total,sugar_add
FRANGO EM PEDAÇOSMOLHO BRANCO,100,"226,79","22,60","13,71","3,74","4,93","3,68","3,20","0,25","72,35","1,85","0,04","34,36","20,67","0,03","164,75","1,08","120,60","207,92","0,06","1,64","43,87","0,07","0,18","0,33","6,89","0,00","11,22","0,33","7,53","0,44","0,41","0,39","333,00","21,27","43,95","1,03",.
FRANGO EM PEDAÇOSAO ALHO E OLEO,100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
FRANGO EM PEDAÇOSCOM MANTEIGA/OLEO,100,"192,14","30,93","6,68","2,64","2,10","1,06","0,81","0,05","90,74","0,00",.,"15,64","27,05","0,02","216,64","1,06","92,37","247,64","0,05","1,23","26,91","0,07","0,12","0,60","12,42",.,"18,44","0,35","4,08","0,24","0,33","0,18","333,00","24,43","27,26","0,00",.
FRANGO EM PEDAÇOSENSOPADO,100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
FRANGO EM PEDAÇOSSOPA,100,"31,47","1,61","1,06","0,31","0,45","0,23","0,21","0,01","3,19","3,64","0,13","5,22","3,26","0,08","18,48","0,24","343,65","37,02","0,03","0,15","0,47","0,02","0,01","0,03","0,75","0,11","1,02","0,03","6,05","0,01","0,07","0,02",.,"1,55","25,42","0,11",.
FRANGO EM PEDAÇOS,100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
GALINHA EM PEDACOS COZIDO(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
GALINHA EM PEDACOS GRELHADO(A)/BRASA/CHURRASCO,100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
GALINHA EM PEDACOS ASSADO(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
GALINHA EM PEDACOS FRITO(A),100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
GALINHA EM PEDACOS EMPANADO(A)/A MILANESA,100,"277,84","27,76","16,21","4,20","5,93","4,47","3,89","0,29","88,00","3,39","0,14","15,67","23,98","0,05","186,80","1,47","82,09","227,76","0,07","1,97","48,00","0,10","0,19","0,40","8,75",.,"13,93","0,30","14,07","0,30","0,48","0,46","333,00","26,58","48,00","0,01",.
GALINHA EM PEDACOS REFOGADO(A),100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
GALINHA EM PEDACOS MOLHO VERMELHO,100,"196,00","22,10","10,92","3,04","4,28","2,39","2,07","0,09","70,40","1,08","0,30","14,60","21,60","0,04","150,80","1,21","170,40","244,60","0,08","1,59","38,40","0,06","0,15","0,34","6,99","1,40","11,09","0,24","6,20","0,24","0,50","0,36","333,00","19,16","41,88","0,85",.
GALINHA EM PEDACOS MOLHO BRANCO,100,"226,79","22,60","13,71","3,74","4,93","3,68","3,20","0,25","72,35","1,85","0,04","34,36","20,67","0,03","164,75","1,08","120,60","207,92","0,06","1,64","43,87","0,07","0,18","0,33","6,89","0,00","11,22","0,33","7,53","0,44","0,41","0,39","333,00","21,27","43,95","1,03",.
GALINHA EM PEDACOS ENSOPADO,100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
CARNE DE GALINHA CRU(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
CARNE DE GALINHA COZIDO(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
CARNE DE GALINHA GRELHADO(A)/BRASA/CHURRASCO,100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
CARNE DE GALINHA ASSADO(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
CARNE DE GALINHA FRITO(A),100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
CARNE DE GALINHA EMPANADO(A)/A MILANESA,100,"277,84","27,76","16,21","4,20","5,93","4,47","3,89","0,29","88,00","3,39","0,14","15,67","23,98","0,05","186,80","1,47","82,09","227,76","0,07","1,97","48,00","0,10","0,19","0,40","8,75",.,"13,93","0,30","14,07","0,30","0,48","0,46","333,00","26,58","48,00","0,01",.
CARNE DE GALINHA REFOGADO(A),100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
CARNE DE GALINHA MOLHO VERMELHO,100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
CARNE DE GALINHA MOLHO BRANCO,100,"226,79","22,60","13,71","3,74","4,93","3,68","3,20","0,25","72,35","1,85","0,04","34,36","20,67","0,03","164,75","1,08","120,60","207,92","0,06","1,64","43,87","0,07","0,18","0,33","6,89","0,00","11,22","0,33","7,53","0,44","0,41","0,39","333,00","21,27","43,95","1,03",.
CARNE DE GALINHA ENSOPADO,100,"261,66","27,30","16,16","4,19","5,92","4,45","3,88","0,28","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,48","0,46","333,00","25,08","48,00",.,.
CARNE DE GALINHA SOPA,100,"31,47","1,61","1,06","0,31","0,45","0,23","0,21","0,01","3,19","3,64","0,13","5,22","3,26","0,08","18,48","0,24","343,65","37,02","0,03","0,15","0,47","0,02","0,01","0,03","0,75","0,11","1,02","0,03","6,05","0,01","0,07","0,02",.,"1,55","25,42","0,11",.
CARNE DE GALINHA ,100,"239,00","27,30","13,60","3,79","5,34","2,97","2,57","0,11","88,00",.,.,"15,00","23,00","0,02","182,00","1,26","82,00","223,00","0,07","1,94","48,00","0,06","0,17","0,40","8,49",.,"13,57","0,30","5,00","0,30","0,27","0,45","333,00","23,90","48,00",.,.
PEITO DE GALINHA OU FRANGOCRU(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
PEITO DE GALINHA OU FRANGOCOZIDO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
PEITO DE GALINHA OU FRANGOGRELHADO(A)/BRASA/CHURRASCO,100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
PEITO DE GALINHA OU FRANGOASSADO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
PEITO DE GALINHA OU FRANGOFRITO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
PEITO DE GALINHA OU FRANGOEMPANADO(A)/A MILANESA,100,"211,84","31,37","7,12","1,68","2,13","2,48","2,06","0,22","85,00","3,39","0,14","15,67","27,98","0,05","220,80","1,27","77,09","251,76","0,06","1,26","9,00","0,10","0,14","0,60","12,68",.,"18,79","0,34","13,07","0,20","0,48","0,10","333,00","27,08","9,00","0,01",.
PEITO DE GALINHA OU FRANGOREFOGADO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
PEITO DE GALINHA OU FRANGOMOLHO VERMELHO,100,"143,20","24,99","3,64","1,02","1,24","0,80","0,61","0,03","68,00","1,08","0,30","14,60","24,80","0,04","178,00","1,05","166,40","263,80","0,06","1,02","7,20","0,06","0,11","0,50","10,13","1,40","14,98","0,27","5,40","0,16","0,50","0,07","333,00","19,56","10,68","0,85",.
PEITO DE GALINHA OU FRANGOMOLHO BRANCO,100,"170,99","25,51","6,10","2,55","1,87","0,90","0,68","0,05","74,83","1,85","0,04","34,88","23,91","0,02","192,49","0,92","82,52","227,65","0,04","1,07","27,90","0,07","0,14","0,49","10,03","0,00","15,12","0,36","6,80","0,39","0,28","0,17","333,00","20,69","28,28","1,03",.
PEITO DE GALINHA OU FRANGOENSOPADO,100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
PEITO DE GALINHA OU FRANGOSOPA,100,"31,47","1,61","1,06","0,31","0,45","0,23","0,21","0,01","3,19","3,64","0,13","5,22","3,26","0,08","18,48","0,24","343,65","37,02","0,03","0,15","0,47","0,02","0,01","0,03","0,75","0,11","1,02","0,03","6,05","0,01","0,07","0,02",.,"1,55","25,42","0,11",.
PEITO DE GALINHA OU FRANGO,100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
FILE DE FRANGOCRU(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
FILE DE FRANGOCOZIDO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
FILE DE FRANGOGRELHADO(A)/BRASA/CHURRASCO,100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
FILE DE FRANGOASSADO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
FILE DE FRANGOFRITO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
FILE DE FRANGOEMPANADO(A)/A MILANESA,100,"211,84","31,37","7,12","1,68","2,13","2,48","2,06","0,22","85,00","3,39","0,14","15,67","27,98","0,05","220,80","1,27","77,09","251,76","0,06","1,26","9,00","0,10","0,14","0,60","12,68",.,"18,79","0,34","13,07","0,20","0,48","0,10","333,00","27,08","9,00","0,01",.
FILE DE FRANGOREFOGADO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
FILE DE FRANGOMOLHO VERMELHO,100,"143,20","24,99","3,64","1,02","1,24","0,80","0,61","0,03","68,00","1,08","0,30","14,60","24,80","0,04","178,00","1,05","166,40","263,80","0,06","1,02","7,20","0,06","0,11","0,50","10,13","1,40","14,98","0,27","5,40","0,16","0,50","0,07","333,00","19,56","10,68","0,85",.
FILE DE FRANGOMOLHO BRANCO,100,"170,99","25,51","6,10","2,55","1,87","0,90","0,68","0,05","74,83","1,85","0,04","34,88","23,91","0,02","192,49","0,92","82,52","227,65","0,04","1,07","27,90","0,07","0,14","0,49","10,03","0,00","15,12","0,36","6,80","0,39","0,28","0,17","333,00","20,69","28,28","1,03",.
FILE DE FRANGOAO ALHO E OLEO,100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
FILE DE FRANGOENSOPADO,100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
FILE DE FRANGO,100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
CARCACA DE GALINHA OU FRANGOCOZIDO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
CARCACA DE GALINHA OU FRANGOASSADO(A),100,"173,00","30,91","4,51","1,27","1,54","0,98","0,74","0,04","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,27","0,09","333,00","24,40","9,00",.,.
CARCACA DE GALINHA OU FRANGOFRITO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
CARCACA DE GALINHA OU FRANGOREFOGADO(A),100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
CARCACA DE GALINHA OU FRANGOENSOPADO,100,"195,66","30,91","7,07","1,67","2,12","2,46","2,05","0,21","85,00",.,.,"15,00","27,00","0,02","216,00","1,06","77,00","247,00","0,05","1,23","9,00","0,07","0,12","0,60","12,42",.,"18,44","0,34","4,00","0,20","0,48","0,10","333,00","25,58","9,00",.,.
ASA DE GALINHA OU FRANGOCRU(A),100,"290,00","26,86","19,46","5,45","7,64","4,14","3,57","0,15","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,27","0,39","333,00","22,20","47,00",.,.
ASA DE GALINHA OU FRANGOCOZIDO(A),100,"290,00","26,86","19,46","5,45","7,64","4,14","3,57","0,15","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,27","0,39","333,00","22,20","47,00",.,.
ASA DE GALINHA OU FRANGOGRELHADO(A)/BRASA/CHURRASCO,100,"290,00","26,86","19,46","5,45","7,64","4,14","3,57","0,15","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,27","0,39","333,00","22,20","47,00",.,.
ASA DE GALINHA OU FRANGOASSADO(A),100,"290,00","26,86","19,46","5,45","7,64","4,14","3,57","0,15","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,27","0,39","333,00","22,20","47,00",.,.
ASA DE GALINHA OU FRANGOFRITO(A),100,"312,66","26,86","22,02","5,85","8,22","5,62","4,88","0,32","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,48","0,40","333,00","23,38","47,00",.,.
ASA DE GALINHA OU FRANGOEMPANADO(A)/A MILANESA,100,"328,84","27,32","22,07","5,86","8,23","5,64","4,89","0,33","84,00","3,39","0,14","15,67","19,98","0,05","155,80","1,48","82,09","188,76","0,06","1,85","47,00","0,08","0,15","0,42","6,91",.,"11,79","0,29","12,07","0,40","0,48","0,40","333,00","24,88","47,00","0,01",.
ASA DE GALINHA OU FRANGOREFOGADO(A),100,"312,66","26,86","22,02","5,85","8,22","5,62","4,88","0,32","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,48","0,40","333,00","23,38","47,00",.,.
ASA DE GALINHA OU FRANGOMOLHO VERMELHO,100,"236,80","21,75","15,60","4,37","6,12","3,33","2,87","0,12","67,20","1,08","0,30","14,60","18,40","0,04","126,00","1,22","170,40","213,40","0,07","1,50","37,60","0,04","0,12","0,36","5,51","1,40","9,37","0,23","4,60","0,32","0,50","0,31","333,00","17,80","41,08","0,85",.
ASA DE GALINHA OU FRANGOENSOPADO,100,"312,66","26,86","22,02","5,85","8,22","5,62","4,88","0,32","84,00",.,.,"15,00","19,00","0,02","151,00","1,27","82,00","184,00","0,06","1,82","47,00","0,04","0,13","0,42","6,65",.,"11,43","0,29","3,00","0,40","0,48","0,40","333,00","23,38","47,00",.,.
DRUMETE DE GALINHA OU FRANGOCOZIDO(A),100,"213,00","27,73","10,50","3,28","3,04","2,91","2,43","0,12","82,00",.,.,"30,00","24,00","0,02","198,00","2,29","73,00","282,00","0,14","4,22","20,00","0,06","0,23","0,32","3,69",.,"8,86","0,35","9,00","0,10","0,27","0,23","333,00","38,60","20,00",.,.
DRUMETE DE GALINHA OU FRANGOGRELHADO(A)/BRASA/CHURRASCO,100,"213,00","27,73","10,50","3,28","3,04","2,91","2,43","0,12","82,00",.,.,"30,00","24,00","0,02","198,00","2,29","73,00","282,00","0,14","4,22","20,00","0,06","0,23","0,32","3,69",.,"8,86","0,35","9,00","0,10","0,27","0,23","333,00","38,60","20,00",.,.
DRUMETE DE GALINHA OU FRANGOASSADO(A),100,"213,00","27,73","10,50","3,28","3,04","2,91","2,43","0,12","82,00",.,.,"30,00","24,00","0,02","198,00","2,29","73,00","282,00","0,14","4,22","20,00","0,06","0,23","0,32","3,69",.,"8,86","0,35","9,00","0,10","0,27","0,23","333,00","38,60","20,00",.,.
DRUMETE DE GALINHA OU FRANGOFRITO(A),100,"235,66","27,73","13,06","3,68","3,62","4,39","3,74","0,29","82,00",.,.,"30,00","24,00","0,02","198,00","2,29","73,00","282,00","0,14","4,22","20,00","0,06","0,23","0,32","3,69",.,"8,86","0,35","9,00","0,10","0,48","0,24","333,00","39,78","20,00",.,.
DRUMETE DE GALINHA OU FRANGOREFOGADO(A),100,"235,66","27,73","13,06","3,68","3,62","4,39","3,74","0,29","82,00",.,.,"30,00","24,00","0,02","198,00","2,29","73,00","282,00","0,14","4,22","20,00","0,06","0,23","0,32","3,69",.,"8,86","0,35","9,00","0,10","0,48","0,24","333,00","39,78","20,00",.,.
DRUMETE DE GALINHA OU FRANGOMOLHO VERMELHO,100,"175,20","22,45","8,44","2,63","2,44","2,34","1,96","0,10","65,60","1,08","0,30","26,60","22,40","0,04","163,60","2,04","163,20","291,80","0,14","3,42","16,00","0,05","0,20","0,28","3,15","1,40","7,31","0,28","9,40","0,08","0,50","0,18","333,00","30,92","19,48","0,85",.
PESCOCO DE GALINHA OU FRANGOCOZIDO(A),100,"300,00","25,95","20,97","5,82","8,29","4,62","4,04","0,18","88,00",.,.,"21,00","20,00","0,02","154,00","1,42","87,00","210,00","0,08","2,25","105,00","0,06","0,20","0,27","6,72",.,"11,42","0,27","6,00","0,20","0,27","0,45","333,00","22,50","105,00",.,.
PESCOCO DE GALINHA OU FRANGOASSADO(A),100,"300,00","25,95","20,97","5,82","8,29","4,62","4,04","0,18","88,00",.,.,"21,00","20,00","0,02","154,00","1,42","87,00","210,00","0,08","2,25","105,00","0,06","0,20","0,27","6,72",.,"11,42","0,27","6,00","0,20","0,27","0,45","333,00","22,50","105,00",.,.
PESCOCO DE GALINHA OU FRANGOFRITO(A),100,"322,66","25,95","23,53","6,22","8,87","6,10","5,35","0,35","88,00",.,.,"21,00","20,00","0,02","154,00","1,42","87,00","210,00","0,08","2,25","105,00","0,06","0,20","0,27","6,72",.,"11,42","0,27","6,00","0,20","0,48","0,47","333,00","23,68","105,00",.,.
PESCOCO DE GALINHA OU FRANGOREFOGADO(A),100,"322,66","25,95","23,53","6,22","8,87","6,10","5,35","0,35","88,00",.,.,"21,00","20,00","0,02","154,00","1,42","87,00","210,00","0,08","2,25","105,00","0,06","0,20","0,27","6,72",.,"11,42","0,27","6,00","0,20","0,48","0,47","333,00","23,68","105,00",.,.
